,key_id,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating,Label
1016,1017,2558,535,11,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611,IL,Chicago,405 N Wabash Ave,1,1,1,Bandera,(312) 644-3524,60611,IL,Chicago,535 N Michigan Avenue,0,1,0,0
177,178,149000,731,678,Bow Truss Coffee Roasters River North,(312) 222-1306,60654,IL,Chicago,406 N Wells St,0,1,0,Green Door Tavern,(312) 664-5496,60654,IL,Chicago,678 N Orleans Street,0,1,0,0
645,646,353050,2897,1682,Angel Cafe & Deli,(415) 931-3467,94109,CA,San Francisco,700 Geary St,0,1,1,Pearl's Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post Street,0,1,0,0
354,355,259175,838,1164,Juliana’s Pizza,(718) 596-6700,11201,NY,Brooklyn,19 Old Fulton St,0,1,1,Juliana's Pizza,(718) 596-6700,11201,NY,Brooklyn,19 Old Fulton Street,0,1,0,1
70,71,109108,772,468,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N Clark St,0,1,0,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N. Clark Street,0,1,0,1
309,310,694034,2358,3394,Pie Bar Ballard,(206) 535-8489,98107,WA,Seattle,2218 NW Market St,0,1,0,Monkey Bridge,(206) 297-6048,98107,WA,Seattle,1723 NW Market Street,0,1,0,0
342,343,317504,912,1423,Atera,(212) 226-1444,10013,NY,New York,77 Worth St,0,0,0,Atera,(212) 226-1444,10013,NY,New York,77 Worth Street,0,0,0,1
842,843,13871,539,58,Mannys Cafeteria and Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson St,1,1,0,Manny's Cafeteria & Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson Street,0,1,0,1
90,91,269180,1001,1204,Murray’s Cheese Bar,(646) 476-8882,10014,NY,New York,264 Bleecker St,0,1,0,Murray's Cheese,(212) 243-3289,10014,NY,New York,254 Bleecker Street,1,1,0,0
754,755,103184,471,436,Dimo’s Pizza,(773) 525-4580,60657,IL,Chicago,3463 N Clark St,1,1,0,Dimo's Pizza,(773) 525-4580,60657,IL,Chicago,3463 N. Clark Street,1,1,0,1
880,881,648992,769,3225,Jubilee Juice & Grill,(312) 491-8500,60661,IL,Chicago,140 N Halsted St,1,1,0,Meli Cafe,(312) 454-0748,60661,IL,Chicago,301 S Halsted Street,0,1,0,0
296,297,142664,476,641,New Rebozo Chicago,(312) 202-9141,60611,IL,Chicago,46 E Superior St,1,1,1,New Rebozo Chicago,(312) 202-4191,60611,IL,Chicago,46 E Superior Street,0,1,1,1
72,73,27079,173,118,Tanta,(312) 222-9700,60654,IL,Chicago,118 W Grand Ave,0,0,1,La Scarola,(312) 243-1740,60654,IL,Chicago,721 W. Grand Avenue,0,1,0,0
364,365,19690,588,86,DMK Burger Bar,(773) 360-8686,60657,IL,Chicago,2954 N Sheffield Ave,0,1,0,DMK Burger Bar,(773) 360-8686,60657,IL,Chicago,2954 N Sheffield Avenue,0,1,0,1
326,327,662170,2397,3280,It’s Bao Time,(206) 227-2815,98109,WA,Seattle,320 Westlake Ave N,0,1,0,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Avenue N,0,1,0,0
254,255,157618,1369,723,Sweet Buttons Desserts,(212) 253-8484,10002,NY,New York,84 Rivington St,1,1,0,Katz's Delicatessen,(212) 254-2246,10002,NY,New York,205 East Houston Street,0,1,0,0
1042,1043,404895,2526,2011,Cafe du Soleil,(415) 699-6154,94107,CA,San Francisco,345 3rd St,1,1,1,Goat Hill Pizza,(415) 641-1440,94107,CA,San Francisco,300 Connecticut Street,0,1,0,0
572,573,36631,667,154,Meatheads,(773) 525-5300,60618,IL,Chicago,3304 N Western Ave,0,1,0,The Bad Apple,(773) 360-8406,60618,IL,Chicago,4300 N Lincoln Avenue,0,1,1,0
246,247,420378,2509,2105,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk St,0,1,0,Thai Spice,(415) 775-4777,94109,CA,San Francisco,1730 Polk Street,0,0,0,0
22,23,135394,708,603,Grange Hall Burger Bar,(312) 491-0844,60607,IL,Chicago,844 W Randolph St,1,1,1,Nia Mediterranean,(312) 226-3110,60607,IL,Chicago,803 W. Randolph Street,1,1,1,0
417,418,395211,2841,1955,Gamine,(415) 771-7771,94123,CA,San Francisco,2223 Union St,0,1,1,Rose's Cafe,(415) 775-2200,94123,CA,San Francisco,2298 Union Street,0,1,1,0
705,706,125897,158,556,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster,1,1,1,Floriole Cafe & Bakery,(773) 883-1313,60614,IL,Chicago,1220 W Webster Avenue,0,1,1,0
840,841,28448,765,122,Original Pancake House,(312) 642-7917,60611,IL,Chicago,22 E Bellevue Pl,0,1,1,The Original Pancake House,(312) 642-7917,60611,IL,Chicago,22 E. Bellevue Place,0,1,0,1
438,439,680393,1650,3339,Tilikum Place Cafe,(206) 282-4830,98121,WA,Seattle,407 Cedar St,0,1,0,Tilikum Place Cafe,(206) 282-4830,98121,WA,Seattle,407 Cedar Street,0,1,0,1
1020,1021,341244,2832,1584,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission St,0,1,0,Mission Chinese Food,(415) 863-2800,94110,CA,San Francisco,2234 Mission District Street,1,1,0,0
380,381,193459,1267,894,Balthazar Restaurant,(212) 965-1414,10012,NY,New York,80 Spring St,0,1,0,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring Street,0,1,0,0
750,751,221374,1094,1016,Num Pang Sandwich Shop,(646) 791-0439,10003,NY,New York,28 E 12th St,1,1,0,Angelica Kitchen,(212) 228-2909,10003,NY,New York,300 E 12th Street,0,1,0,0
580,581,105445,322,448,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Ave,0,1,0,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1,0
21,22,218638,1349,1004,Bengal Tiger Indian Food,(212) 265-2703,10019,NY,New York,58 W 56th St,1,1,0,Bill's Bar & Burger,(212) 705-8510 (646) 439-1475,10019,NY,New York,16 W 51st Street,1,1,0,0
878,879,182280,1290,839,Joe’s Pizza,(212) 366-1182,10014,NY,New York,7 Carmine St,1,1,0,Joe's Pizza,(212) 366-1182,10014,NY,New York,7 Carmine Street,1,1,0,1
824,825,668338,2351,3302,Oddfellows Cafe & Bar,(206) 325-0807,98122,WA,Seattle,1525 10th Ave,0,1,1,Oddfellows Cafe & Bar,(206) 325-0807,98122,WA,Seattle,1525 10th Avenue,0,0,1,1
723,724,340723,2498,1577,Espetus Brazilian Steak House,(415) 552-8792,94102,CA,San Francisco,1686 Market St,0,0,0,Farmerbrown,(415) 409-3276,94102,CA,San Francisco,25 Mason Street,0,1,0,0
737,738,429411,2720,2168,Church Street Groceteria,(415) 660-5147,94114,CA,San Francisco,300 Church St,0,1,0,Chloe's Cafe,(415) 648-4116,94114,CA,San Francisco,1399 Church Street,0,1,1,0
455,456,225754,882,1035,Pylos,(212) 473-0220,10009,NY,New York,128 E 7th St,0,1,0,Porchetta,(212) 777-2151,10009,NY,New York,110 East 7th Street,1,1,1,0
201,202,683954,1763,3352,Maneki,(206) 622-2631,98104,WA,Seattle,304 6th Ave S,0,1,0,Maneki Restaurant,(206) 622-2631,98104,WA,Seattle,304 6th Avenue South,0,1,0,1
197,198,368614,2591,1778,Chez Maman,(415) 655-9542,94107,CA,San Francisco,1401 18th St,0,1,1,Chez Maman,(415) 824-7166,94107,CA,San Francisco,1401 18th Street,0,1,1,1
317,318,166220,1266,766,ChikaLicious Dessert Bar,(212) 995-9511,10003,NY,New York,203 E 10th St,0,0,0,Momofuku Milk Bar,(347) 577-9504,10003,NY,New York,251 East 13th Street,0,1,1,0
1062,1063,421304,2498,2109,Espetus Brazilian Steak House,(415) 552-8792,94102,CA,San Francisco,1686 Market St,0,0,0,Caffe Delle Stelle,(415) 252-1110,94102,CA,San Francisco,395 Hayes Street,0,1,1,0
399,400,203368,834,939,Thursday Kitchen,(646) 755-8088,10009,NY,New York,424 E 9th St,0,1,0,Big Gay Ice Cream Shop,(212) 533-9333,10009,NY,New York,125 E 7th Street,0,1,0,0
10,11,46208,356,194,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark St,0,1,0,Summer House Santa Monica,(773) 634-4100,60614,IL,Chicago,1954 N Halsted Street,0,1,1,0
578,579,105407,200,448,Piece Brewery and Pizzeria,(773) 772-4422,60622,IL,Chicago,1927 W North Ave,1,1,0,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1,0
605,606,223050,1431,1022,Vanessa’s Dumpling House,(212) 625-8008,10002,NY,New York,118A Eldridge St,0,1,0,Vanessa's Dumpling House,(212) 625-8008,10002,NY,New York,118A Eldridge Street,0,1,0,1
517,518,153377,289,704,The Map Room,(773) 252-7636,60647,IL,Chicago,1949 N Hoyne Ave,0,0,0,Father & Son,(773) 252-2620,60647,IL,Chicago,2475 N Milwaukee Avenue,1,1,0,0
678,679,7720,547,33,Mindy’s Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Ave,0,1,0,Mindy's Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Avenue,0,1,0,1
51,52,653960,214,3248,Davanti Enoteca,(312) 226-5550,60607,IL,Chicago,1359 W Taylor St,0,1,0,Davanti Enoteca,(312) 226-5550,60607,IL,Chicago,1359 W Taylor Street,0,1,0,1
185,186,183515,1291,846,La Maison du Macaron,(212) 243-2757,10011,NY,New York,132 W 23rd St,0,1,0,Alta,(212) 505-7777,10011,NY,New York,64 W 10th Street,0,0,0,0
1096,1097,454275,2893,2350,Hog Island Oyster Co,(415) 391-7117,94111,CA,San Francisco,1 Ferry Bldg,0,0,1,Frog Hollow Farm,(415) 445-0990,94111,CA,San Francisco,Ferry Building,0,0,0,0
577,578,105385,160,448,Rootstock Wine & Beer Bar,(773) 292-1616,60622,IL,Chicago,954 N California Ave,0,0,1,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1,0
612,613,107305,308,455,Benny’s Chop House,(312) 626-2444,60611,IL,Chicago,444 N Wabash Ave,0,1,0,P.F. Chang's,(312) 828-9977,60611,IL,Chicago,530 N. Wabash Avenue,0,1,0,0
1003,1004,421400,2822,2110,Sotto Mare,(415) 398-3181,94133,CA,San Francisco,552 Green St,0,1,1,Caffe Sport,(415) 981-1251,94133,CA,San Francisco,574 Green Street,0,0,0,0
6,7,454721,2739,2354,The Little Chihuahua,(415) 255-8225,94117,CA,San Francisco,292 Divisadero St,0,1,0,Bean Bag Cafe,(415) 563-3634,94117,CA,San Francisco,601 Divisadero Street,0,0,1,0
323,324,295654,1458,1335,Eclair Bakery,(212) 759-2253,10022,NY,New York,305 E 53rd St,1,1,0,Papillon Bistro & Bar,(212) 754-9006,10022,NY,New York,22 E 54th Street,0,1,1,0
112,113,370005,2774,1785,Il Casaro Pizzeria & Mozzarella Bar,(415) 677-9455,94133,CA,San Francisco,348 Columbus Ave,0,1,0,Caffe Greco,(415) 397-6261,94133,CA,San Francisco,423 Columbus Avenue,0,1,1,0
694,695,178302,1488,813,Rasa,(212) 254-1888,10011,NY,New York,25 W 8th St,1,1,0,Boqueria,(212) 255-4160,10011,NY,New York,53 W 19th Street,1,1,0,0
390,391,704235,2336,3444,El Quetzal,(206) 329-2970,98144,WA,Seattle,3209 Beacon Ave S,0,1,1,Bar del Corso,(206) 395-2069,98144,WA,Seattle,3057 Beacon Avenue South,0,1,1,0
475,476,30053,180,130,Dos Urban Cantina,(773) 661-6452,60647,IL,Chicago,2829 W Armitage Ave,1,1,1,Margie's Candies,(773) 348-0400,60647,IL,Chicago,1960 N Western Avenue,0,1,0,0
1088,1089,72696,500,315,Bobtail Ice Cream Company,(773) 880-7372,60657,IL,Chicago,2951 N Broadway St,0,1,1,Chilam Balam,(773) 296-6901,60657,IL,Chicago,3023 N. Broadway Street,0,1,0,0
628,629,215352,947,986,Pommes Frites,(212) 674-1234,10012,NY,New York,128 Macdougal St,0,1,0,Hundred Acres,(212) 475-7500,10012,NY,New York,38 MacDougal Street,0,1,0,0
522,523,205985,1031,953,Pearl Oyster Bar,(212) 691-8211,10014,NY,New York,18 Cornelia St,0,1,0,Pearl Oyster Bar,(212) 691-8211,10014,NY,New York,18 Cornelia Street,0,0,0,1
476,477,30083,237,130,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Ave,0,1,1,Margie's Candies,(773) 348-0400,60647,IL,Chicago,1960 N Western Avenue,0,1,0,0
861,862,181979,1542,837,Jack’s Stir Brew Coffee,(212) 929-0821,10014,NY,New York,138 W 10th St,0,1,1,Bagatelle,(212) 488-2110,10014,NY,New York,1 Little W 12th Street,0,0,1,0
916,917,397392,3043,1972,Stanza Coffee,(415) 553-8966,94103,CA,San Francisco,3126 16th St,0,1,1,SOMA Restaurant & Bar,(415) 778-8500,94103,CA,San Francisco,85 5th Street,0,0,0,0
489,490,15854,721,69,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 N Rush St,1,1,1,Hugo's Frog Bar & Fish House,(312) 640-0999,60611,IL,Chicago,1024 N Rush Street,0,1,1,0
471,472,46420,43,195,Joe’s Seafood,(312) 379-5637,60611,IL,Chicago,60 E Grand Ave,1,1,0,Ghirardelli Chocolate Shop,(312) 337-9330,60611,IL,Chicago,830 N Michigan Avenue,0,1,1,0
611,612,12433,331,51,The Chicago Diner,(773) 935-6696,60657,IL,Chicago,3411 N Halsted St,0,1,1,The Chicago Diner,(773) 935-6696,60657,IL,Chicago,3411 North Halsted Street,0,1,0,1
182,183,434687,2677,2201,Woodhouse Fish Company,(415) 437-2722,94114,CA,San Francisco,2073 Market St,0,1,0,Toast Eatery,(415) 642-6328,94114,CA,San Francisco,3991 24th Street,0,1,1,0
138,139,50942,568,216,Sam & George’s,(773) 935-4025,60657,IL,Chicago,3000 N Lincoln Ave,0,1,0,Southport Grocery & Cafe,(773) 665-0100,60657,IL,Chicago,3552 North Southport Avenue,1,1,1,0
599,600,677473,2332,3330,Shug’s Soda Fountain + Ice Cream,(206) 602-6420,98101,WA,Seattle,1525 1st Avenue,0,1,1,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Avenue Pike Place Market,0,1,1,0
1006,1007,23240,418,101,Roy’s - Chicago,(312) 787-7599,60654,IL,Chicago,720 N State St,0,0,1,Roy's,(312) 787-7599,60654,IL,Chicago,720 N. State Street,0,1,1,1
973,974,64847,247,273,Pequod’s Pizzeria,(773) 327-1512,60614,IL,Chicago,2207 N Clybourn Av,1,1,0,North Pond,(773) 477-5845,60614,IL,Chicago,2610 N. Cannon Drive,0,1,0,0
20,21,218614,1020,1004,B Side Pizza & Wine Bar,(646) 679-7225,10019,NY,New York,370 W 51st St,0,1,0,Bill's Bar & Burger,(212) 705-8510 (646) 439-1475,10019,NY,New York,16 W 51st Street,1,1,0,0
743,744,278819,1020,1251,B Side Pizza & Wine Bar,(646) 679-7225,10019,NY,New York,370 W 51st St,0,1,0,Azalea,(212) 262-0105,10019,NY,New York,224 W 51st Street,0,1,1,0
515,516,329593,1464,1491,Auntie Guan’s Kitchen 108,(212) 206-8388,10011,NY,New York,108 W 14th St,1,1,0,La Bergamote Patisserie,(212) 627-9010,10011,NY,New York,177 9th Avenue,0,1,0,0
1017,1018,342279,2839,1591,Il Canto Cafe,(415) 986-6565,94111,CA,San Francisco,275 Battery St,0,1,0,Fog City,(415) 982-2000,94111,CA,San Francisco,1300 Battery Street,0,1,1,0
76,77,157167,910,721,Le Bernardin,(212) 554-1515,10019,NY,New York,155 W 51st St,0,0,0,Le Bernardin,(212) 554-1515,10019,NY,New York,155 W 51st Street,0,0,0,1
585,586,411724,3069,2051,AL’s Place,(415) 416-6136,94110,CA,San Francisco,1499 Valencia st,0,0,0,Udupi Palace,(415) 970-8000,94110,CA,San Francisco,1007 Valencia Street,0,1,0,0
1086,1087,684824,2369,3357,Big Mario’s New York Style Pizza,(206) 455-9583,98122,WA,Seattle,1009 E Pike St,1,1,0,Bimbo's Cantina,(206) 322-9950,98122,WA,Seattle,1013 East Pike Street,1,1,0,0
424,425,688557,2094,3370,Local 360,(206) 441-9360,98121,WA,Seattle,2234 1st Ave,0,1,1,List,(206) 441-1000,98121,WA,Seattle,2226 1st Avenue,0,0,1,0
273,274,373736,2549,1806,Seven Hills,(415) 775-1550,94109,CA,San Francisco,1550 Hyde St,0,0,0,Miller's East Coast Deli,(415) 563-3542,94109,CA,San Francisco,1725 Polk Street,0,1,0,0
311,312,140613,315,633,Wheat’s End Cafe,(773) 770-3527,60657,IL,Chicago,2873 N Broadway St,0,1,0,Rocks Lakeview,(773) 472-0493,60657,IL,Chicago,3463 N. Broadway Street,1,1,1,0
462,463,344729,2774,1618,Il Casaro Pizzeria & Mozzarella Bar,(415) 677-9455,94133,CA,San Francisco,348 Columbus Ave,0,1,0,Trattoria Pinocchio,(415) 392-1472,94133,CA,San Francisco,401 Columbus Avenue,0,1,1,0
704,705,709799,2196,3459,The Saint,(206) 323-9922,98122,WA,Seattle,1416 E Olive Way,0,1,0,The Saint,(206) 323-9922,98122,WA,Seattle,1416 East Olive Way,0,0,0,1
93,94,367137,2970,1771,Nopalito,(415) 233-9966,94122,CA,San Francisco,1224 9th Ave,0,1,1,Nopalito,(415) 233-9966,94122,CA,San Francisco,1224 9th Avenue,0,1,1,1
496,497,3022,722,12,Francesca’s Cafe,(630) 407-4641,60622,IL,Chicago,852 N Damen Ave,0,1,1,Piece,(773) 772-4422,60622,IL,Chicago,1927 W North Avenue,1,1,0,0
382,383,193469,1559,894,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring St,1,1,0,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring Street,0,1,0,1
721,722,318671,1324,1432,John’s Of Bleecker Street,(212) 243-1680,10014,NY,New York,278 Bleecker St,0,1,0,Murray's Cheese Bar,(646) 476-8882,10014,NY,New York,264 Bleecker Street,0,1,0,0
1095,1096,693916,2252,3393,Seatown Seabar & Rotisserie,(206) 436-0390,98121,WA,Seattle,2010 Western Ave,0,1,1,Seatown Seabar & Rotisserie,(206) 436-0390,98121,WA,Seattle,2010 Western Avenue,0,1,1,1
739,740,417669,3001,2085,Stella Pastry & Cafe,(415) 986-2914,94133,CA,San Francisco,446 Columbus Ave,0,1,0,Panta Rei,(415) 591-0900,94133,CA,San Francisco,431 Columbus Avenue,0,1,1,0
912,913,353711,2631,1689,Craftsman and Wolves,(415) 913-7713,94110,CA,San Francisco,746 Valencia St,0,1,1,Locanda,(415) 863-6800,94110,CA,San Francisco,557 Valencia Street,0,0,0,0
213,214,418535,2933,2093,Rossi’s Delicatessen,(415) 863-4533,94114,CA,San Francisco,426 Castro St,0,1,0,Thai House Express,(415) 864-5000,94114,CA,San Francisco,599 Castro Street,0,0,0,0
884,885,302850,1241,1366,Sakagura,(212) 953-7253,10017,NY,New York,211 E 43rd St,0,0,0,Soba Totto,(212) 557-8200,10017,NY,New York,211 E 43rd Street,0,0,0,0
873,874,712273,2243,3473,Mr. Gyros,(206) 782-7777,98107,WA,Seattle,5522 20th Ave NW,0,1,0,Stoneburner,(206) 695-2051,98107,WA,Seattle,5214 Ballard Avenue NW,0,0,0,0
614,615,177642,1316,806,The NoMad Bar,(212) 796-1500,10001,NY,New York,10 W 28th St,0,0,0,The Breslin,(212) 679-1939,10001,NY,New York,16 W 29th Street,0,1,0,0
544,545,376315,2658,1823,Tara Indian Cuisine,(415) 861-6655,94114,CA,San Francisco,2217 Market St,1,1,0,Catch,(415) 431-5000,94114,CA,San Francisco,2362 Market Street,0,1,1,0
985,986,369406,3068,1781,Salumeria,(415) 471-2998,94110,CA,San Francisco,3000 20th St,0,1,1,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,0
547,548,67680,474,292,Piccolo Sogno,(312) 421-0077,60642,IL,Chicago,464 N Halsted St,0,1,1,Ada Street,(773) 697-7069,60642,IL,Chicago,1664 N Ada Street,0,0,1,0
549,550,350763,2827,1661,Fino Ristorante & Bar,(415) 928-2080,94109,CA,San Francisco,624 Post St,0,0,0,Farm:Table,(415) 292-7089,94109,CA,San Francisco,754 Post Street,0,0,0,0
634,635,251068,1291,1133,La Maison du Macaron,(212) 243-2757,10011,NY,New York,132 W 23rd St,0,1,0,Chelsea Pizza 23,(212) 206-0999,10011,NY,New York,268 West 23rd Street,1,1,0,0
366,367,104491,294,444,Little Goat Diner,(312) 888-3455,60607,IL,Chicago,820 W Randolph St,0,1,1,Jaipur,(312) 526-3655,60607,IL,Chicago,847 W Randolph Street,1,1,1,0
897,898,253169,1033,1143,Eight Turn Crêpe,(212) 334-3408,10012,NY,New York,55 Spring St,1,1,1,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0
113,114,696685,2243,3404,Mr. Gyros,(206) 782-7777,98107,WA,Seattle,5522 20th Ave NW,0,1,0,Golden Beetle,(206) 706-2977,98107,WA,Seattle,1744 NW Market Street,0,1,0,0
598,599,385865,3035,1898,Mama’s On Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton St,0,0,0,Don Pisto's,(415) 395-0939,94133,CA,San Francisco,510 Union Street,0,1,0,0
891,892,109966,567,474,The Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark St,1,1,0,Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark Street,1,1,0,1
621,622,58751,654,242,Summer House,(773) 634-4100,60614,IL,Chicago,1954 N Halsted St,0,1,1,Sapori Trattoria,(773) 832-9999,60614,IL,Chicago,2701 N Halsted Street,0,1,1,0
100,101,417915,2996,2087,Metro Caffe,(415) 621-9536,94117,CA,San Francisco,247 Fillmore St,1,1,1,Cafe Du Soleil,(415) 934-8637,94117,CA,San Francisco,200 Fillmore Street,0,0,1,0
31,32,387427,2659,1908,Taqueria Cancún,(415) 252-9560,94110,CA,San Francisco,2288 Mission St,0,1,0,Cha Cha Cha,(415) 824-1502,94110,CA,San Francisco,2327 Mission District Street,0,1,0,0
30,31,387421,2640,1908,La Taqueria,(415) 285-7117,94110,CA,San Francisco,2889 Mission St,0,1,1,Cha Cha Cha,(415) 824-1502,94110,CA,San Francisco,2327 Mission District Street,0,1,0,0
713,714,680013,1770,3337,Quinn’s,(206) 325-7711,98122,WA,Seattle,1001 E Pike St,0,0,0,Poquitos,(206) 453-4216,98122,WA,Seattle,1000 E Pike Street,0,1,1,0
714,715,680031,1902,3337,Skillet Capitol Hill,(206) 512-2001,98122,WA,Seattle,1400 E Union St,0,1,1,Poquitos,(206) 453-4216,98122,WA,Seattle,1000 E Pike Street,0,1,1,0
461,462,344740,3004,1618,Franchino,(415) 982-2157,94133,CA,San Francisco,347 Columbus Ave,0,0,0,Trattoria Pinocchio,(415) 392-1472,94133,CA,San Francisco,401 Columbus Avenue,0,1,1,0
