,key_id,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating,Label
816,817,29276,356,126,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark St,0,1,0,Mon Ami Gabi,(773) 348-8886,60614,IL,Chicago,2300 N. Lincoln Park West,0,1,1,0
84,85,427274,3001,2153,Stella Pastry & Cafe,(415) 986-2914,94133,CA,San Francisco,446 Columbus Ave,0,1,0,Kennedy's Irish Pub and Curry House,(415) 441-8855,94133,CA,San Francisco,1040 Columbus Avenue,0,1,0,0
1034,1035,371933,2974,1799,Curry Leaf,(415) 440-4293,94133,CA,San Francisco,943 Columbus Ave,0,1,1,Curry Leaf,(415) 440-4293,94133,CA,San Francisco,943 Columbus Avenue,0,1,0,1
1054,1055,981,212,6,The Purple Pig,(312) 464-1744,60611,IL,Chicago,500 N Michigan Ave,0,0,1,The Purple Pig,(312) 464-1744,60611,IL,Chicago,500 N Michigan Avenue,0,1,1,1
753,754,692374,2207,3386,RoRo BBQ & Grill,(206) 954-1100,98103,WA,Seattle,3620 Stone Way N,0,1,1,RoRo BBQ & Grill,(206) 954-1100,98103,WA,Seattle,3620 Stone Way N,0,1,1,1
407,408,57481,33,239,Bohemian House,(312) 955-0439,60654,IL,Chicago,11 W Illinois St,0,0,0,Bohemian House,(312) 955-0439,60654,IL,Chicago,11 W Illinois Street,0,1,0,1
668,669,26669,535,116,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611,IL,Chicago,405 N Wabash Ave,1,1,1,Wow Bao,(312) 642-5888,60611,IL,Chicago,835 N Michigan Avenue Level G,0,1,0,0
154,155,282117,1568,1264,Flinders Lane,(212) 228-6900,10009,NY,New York,162 Ave A,0,1,0,Zum Schneider,(212) 598-1098,10009,NY,New York,107 Avenue C,0,1,1,0
375,376,79675,328,349,Antique Taco,(773) 687-8697,60622,IL,Chicago,1360 N Milwaukee Ave,0,1,1,Arami,(312) 243-1535,60622,IL,Chicago,1829 W. Chicago Avenue,1,1,0,0
633,634,656011,684,3256,White Oak Tavern & Inn,(773) 248-0200,60614,IL,Chicago,1200 W Webster Ave,0,1,1,Toast,(773) 935-5600,60614,IL,Chicago,746 W Webster Avenue,0,1,0,0
329,330,179005,913,818,Mamoun’s Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal St,0,1,1,Mamoun's Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal Street,0,1,1,1
55,56,48841,209,206,Doc B’s Fresh Kitchen,(312) 626-1300,60611,IL,Chicago,100 E Walton St,1,1,1,Emilio's Sol Y Nieve,(312) 467-7177,60611,IL,Chicago,215 E Ohio Street,0,1,1,0
127,128,6498,43,26,Joe’s Seafood,(312) 379-5637,60611,IL,Chicago,60 E Grand Ave,1,1,0,Joe's Seafood,(312) 379-5637,60611,IL,Chicago,60 E Grand Avenue,1,1,0,1
39,40,293950,1596,1323,Balzem,(646) 837-7033,10012,NY,New York,202 Mott St,1,1,1,Balzem,(646) 837-7033,10012,NY,New York,202 Mott Street,1,1,1,1
357,358,52983,167,220,Uncle Mike’s Place,(312) 226-5318,60622,IL,Chicago,1700 W Grand Ave,1,1,1,Bite Cafe,(773) 395-2483,60622,IL,Chicago,1039 N Western Avenue,0,1,0,0
710,711,668002,1610,3301,Storyville Coffee Company,(206) 780-5777,98101,WA,Seattle,94 Pike St,0,1,0,The Cheesecake Factory,(206) 652-5400,98101,WA,Seattle,700 Pike Street,0,1,0,0
919,920,451728,2595,2321,La Folie,(415) 776-5577,94109,CA,San Francisco,2316 Polk St,0,0,0,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk Street,0,1,0,0
362,363,150818,721,690,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 N Rush St,1,1,1,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611,IL,Chicago,1100 E Walton Street Walton Colonnade,0,1,1,0
0,1,13168,661,55,Oasis Cafe,(312) 443-9534,60602,IL,Chicago,21 N Wabash Ave,0,1,0,Heaven on Seven,(312) 263-6443,60602,IL,Chicago,111 N Wabash Avenue Garland Building,0,1,0,0
370,371,699862,2221,3420,Pike’s Pit Bar-B-Que,(206) 538-0779,98101,WA,Seattle,1505 Pike Place Market,0,1,1,P.F. Chang's,(206) 393-0070,98101,WA,Seattle,400 Pine Street Westlake Center Level 1,0,1,0,0
61,62,653327,328,3246,Antique Taco,(773) 687-8697,60622,IL,Chicago,1360 N Milwaukee Ave,0,1,1,Antique Taco,(773) 687-8697,60622,IL,Chicago,1360 N. Milwaukee Avenue,0,1,0,1
774,775,425448,2958,2144,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission St,0,1,1,Mi Lindo Peru,(415) 642-4897,94110,CA,San Francisco,3226 Mission Street,0,1,0,0
385,386,658305,251,3263,Robert’s Pizza Company,(708) 536-4597,60611,IL,Chicago,355 E Ohio St,0,1,0,Niu Japanese Fusion Lounge,(312) 527-2888,60611,IL,Chicago,332 E Illinois Street,1,1,1,0
333,334,306147,1562,1381,Bleecker Street Pizza,(212) 924-4466,10014,NY,New York,69 7th Ave S,1,1,1,Soto,(212) 414-3088,10014,NY,New York,357 6th Avenue,0,0,0,0
877,878,159121,1434,730,The Modern,(212) 333-1220,10019,NY,New York,9 W 53rd St,0,0,0,The Halal Guys,(347) 527-1505,10019,NY,New York,6th Avenue & W 53rd Street,0,0,0,0
830,831,423495,2920,2128,Albona Ristorante Istriano,(415) 441-1040,94133,CA,San Francisco,545 Francisco St,0,1,0,Albona,(415) 441-1040,94133,CA,San Francisco,545 Francisco Street,0,0,0,1
583,584,202482,1469,934,Strip House,(212) 328-0000,10003,NY,New York,13 E 12th St,0,0,0,Strip House,(212) 328-0000,10003,NY,New York,13 E 12th Street,0,0,0,1
288,289,390860,2857,1929,Mymy,(415) 800-7466,94109,CA,San Francisco,1500 California St,0,1,1,MyMy Coffee Shop,(415) 800-7466,94109,CA,San Francisco,1500 California Street,0,1,1,1
77,78,157182,1034,721,Loi Estiatorio,(212) 713-0015,10019,NY,New York,132 W 58th St,1,1,0,Le Bernardin,(212) 554-1515,10019,NY,New York,155 W 51st Street,0,0,0,0
259,260,402130,3045,1993,Yuzuki Japanese Eatery,(415) 556-9898,94110,CA,San Francisco,598 Guerrero St,0,0,0,El Toro Taqueria,(415) 431-3351,94110,CA,San Francisco,598 Valencia Street,0,1,0,0
766,767,333777,2715,1520,Taylor Street Coffee Shop,(415) 567-4031,94102,CA,San Francisco,375 Taylor St,0,1,0,Taylor Street Coffee Shop,(415) 567-4031,94102,CA,San Francisco,375 Taylor Street,0,1,0,1
983,984,369381,2930,1781,Dynamo Donut & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th St,0,1,1,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,0
27,28,95904,471,414,Dimo’s Pizza,(773) 525-4580,60657,IL,Chicago,3463 N Clark St,1,1,0,Kanela Breakfast Club,(773) 248-1622,60657,IL,Chicago,3231 N. Clark Street,1,1,0,0
896,897,253161,942,1143,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0
638,639,119073,58,525,Fatso’s Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W Chicago Ave,1,1,1,Fatso's Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W. Chicago Avenue,1,1,1,1
956,957,410449,3059,2039,Garibaldi’s,(415) 563-8841,94115,CA,San Francisco,347 Presidio Ave,0,1,0,Ella's,(415) 441-5669,94115,CA,San Francisco,500 Presidio Avenue,0,1,0,0
685,686,345655,2907,1623,Cafe Golo,(415) 673-4656,94123,CA,San Francisco,1602 Lombard St,0,1,0,Cafe Golo,(415) 673-4656,94123,CA,San Francisco,1602 Lombard Street,0,1,0,1
615,616,226272,1241,1037,Sakagura,(212) 953-7253,10017,NY,New York,211 E 43rd St,0,0,0,Avra,(212) 759-8550,10017,NY,New York,141 E 48th Street,0,1,1,0
707,708,189447,943,877,Blue Hill,(212) 539-1776,10011,NY,New York,75 Washington Pl,0,0,0,Blue Hill,(212) 539-1776,10011,NY,New York,75 Washington Place,0,0,0,1
371,372,699821,1897,3420,Tango,(206) 583-0382,98101,WA,Seattle,1100 Pike St,0,1,0,P.F. Chang's,(206) 393-0070,98101,WA,Seattle,400 Pine Street Westlake Center Level 1,0,1,0,0
918,919,451721,2509,2321,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk St,0,1,0,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk Street,0,1,0,1
755,756,18265,748,79,Alliance Bakery & Cafe,(773) 278-0366,60622,IL,Chicago,1736 W Division St,0,1,1,Smoke Daddy,(773) 772-6656,60622,IL,Chicago,1804 W. Division Street,1,1,1,0
40,41,92255,201,400,Toro Sushi,(773) 348-7255,60614,IL,Chicago,2546 N Clark St,0,1,0,Macku Sushi,(773) 880-8012,60614,IL,Chicago,2239 N Clybourn Avenue,1,1,0,0
867,868,205066,1260,946,Red Bamboo,(212) 260-1212,10012,NY,New York,140 W 4th St,1,1,0,Red Bamboo,(212) 260-1212,10012,NY,New York,140 W 4th Street,1,1,0,1
176,177,148945,262,678,The Franklin Room,(312) 445-4686,60654,IL,Chicago,675 N Franklin St,0,1,0,Green Door Tavern,(312) 664-5496,60654,IL,Chicago,678 N Orleans Street,0,1,0,0
536,537,29020,731,125,Bow Truss Coffee Roasters River North,(312) 222-1306,60654,IL,Chicago,406 N Wells St,0,1,0,Chicago Cut Steakhouse,(312) 329-1800,60654,IL,Chicago,300 N LaSalle Street,0,1,0,0
798,799,13579,322,57,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Ave,0,1,0,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Avenue,0,1,0,1
655,656,46071,73,193,Viaggio Ristorante & Lounge,(312) 829-3333,60607,IL,Chicago,1330 W Madison St,0,1,1,Sweet Maple Cafe,(312) 243-8908,60607,IL,Chicago,1339 W. Taylor Street,0,1,0,0
767,768,333934,2541,1522,The Soapbox Cafe,(415) 829-7139,94109,CA,San Francisco,1800 Hyde St,0,1,0,The Buena Vista,(415) 474-5044,94109,CA,San Francisco,2765 Hyde Street,0,1,0,0
1048,1049,658223,539,3262,Mannys Cafeteria and Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson St,1,1,0,Green Street Smoked Meats,(312) 754-0434,60607,IL,Chicago,112 N Green Street,0,1,0,0
7,8,454720,2736,2354,Mojo Bicycle Café,(415) 440-2338,94117,CA,San Francisco,639 Divisadero St,0,1,1,Bean Bag Cafe,(415) 563-3634,94117,CA,San Francisco,601 Divisadero Street,0,0,1,0
703,704,333270,3068,1512,Salumeria,(415) 471-2998,94110,CA,San Francisco,3000 20th St,0,1,1,Delfina,(415) 552-4055,94110,CA,San Francisco,3621 18th Street,0,1,1,0
553,554,337208,2509,1550,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk St,0,1,0,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk Street,0,1,0,0
253,254,157582,1198,723,Katz’s Delicatessen,(212) 254-2246,10002,NY,New York,205 E Houston St,1,1,0,Katz's Delicatessen,(212) 254-2246,10002,NY,New York,205 East Houston Street,0,1,0,1
962,963,683817,1967,3351,Palisade,(206) 285-1000,98199,WA,Seattle,2601 W Marina Pl,0,0,1,Palisade,(206) 285-1000,98199,WA,Seattle,2601 West Marina Place,0,1,1,1
729,730,353621,2931,1688,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight St,0,1,0,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight Street,0,1,0,1
814,815,29186,5,126,Alinea,(312) 867-0110,60614,IL,Chicago,1723 N Halsted St,0,0,0,Mon Ami Gabi,(773) 348-8886,60614,IL,Chicago,2300 N. Lincoln Park West,0,1,1,0
1040,1041,443999,2482,2272,Sushi Zone,(415) 621-1114,94103,CA,San Francisco,1815 Market St,0,0,0,Sushi Zone,(415) 621-1114,94103,CA,San Francisco,1815 Market Street,0,0,0,1
992,993,185524,1223,855,Doughnut Plant,(212) 505-3700,10011,NY,New York,220 W 23rd St,0,1,0,Doughnut Plant,(212) 675-9100,10011,NY,New York,220 Between 7th & 8th Avenue,0,1,0,1
924,925,289087,1186,1299,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th St,0,1,0,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th Street,0,1,0,1
1,2,414520,2640,2063,La Taqueria,(415) 285-7117,94110,CA,San Francisco,2889 Mission St,0,1,1,El Techo de Lolinda,(415) 550-6970,94110,CA,San Francisco,2518 Mission District Street,0,0,1,0
1080,1081,143233,243,646,Beatrix River North,(312) 284-1377,60654,IL,Chicago,519 North Clark Street,0,1,1,Bow Truss Coffee Roasters,(312) 222-1306,60654,IL,Chicago,406 North Wells Street,0,1,0,0
319,320,10562,459,45,Artopolis,(312) 559-9000,60661,IL,Chicago,306 S Halsted St,0,1,0,Greek Islands,(312) 782-9855,60661,IL,Chicago,200 S Halsted Street,0,1,1,0
327,328,661949,1778,3280,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Ave N,0,0,0,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Avenue N,0,1,0,1
119,120,400113,2779,1985,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th St,0,1,1,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission District Street,0,1,1,0
450,451,140181,715,630,Le Colonial,(312) 255-0088,60611,IL,Chicago,937 N Rush St,0,1,1,Corner Bakery Cafe,(312) 266-2570,60611,IL,Chicago,676 N St. Clair Street,0,1,1,0
609,610,183762,1543,847,Maialino,(212) 777-2410,10010,NY,New York,2 Lexington Ave,0,0,0,Maialino At Gramercy Park Hotel,(212) 777-2410,10010,NY,New York,2 Lexington Avenue,0,0,0,1
538,539,29007,658,125,Osteria Via Stato,(312) 642-8450,60654,IL,Chicago,620 N State St,1,1,1,Chicago Cut Steakhouse,(312) 329-1800,60654,IL,Chicago,300 N LaSalle Street,0,1,0,0
740,741,417645,2582,2085,Italian Homemade Company,(415) 712-8874,94133,CA,San Francisco,716 Columbus Ave,0,1,1,Panta Rei,(415) 591-0900,94133,CA,San Francisco,431 Columbus Avenue,0,1,1,0
1007,1008,23317,773,101,River Roast,(312) 822-0100,60654,IL,Chicago,315 N La Salle Dr,1,1,1,Roy's,(312) 787-7599,60654,IL,Chicago,720 N. State Street,0,1,1,0
57,58,16972,289,74,The Map Room,(773) 252-7636,60647,IL,Chicago,1949 N Hoyne Ave,0,0,0,Sultan's Market,(773) 235-3072,60647,IL,Chicago,2057 W North Avenue,1,1,0,0
65,66,394060,2733,1947,Spin City Launderette & Coffee Bar,(415) 695-2939,94114,CA,San Francisco,1299 Sanchez St,0,1,1,Samovar Tea Lounge,(415) 626-4700,94114,CA,San Francisco,498 Sanchez Street,0,1,1,0
1012,1013,364700,2963,1760,Isa Restaurant,(415) 567-9588,94123,CA,San Francisco,3324 Steiner St,0,1,1,The Plant Cafe Organic,(415) 931-2777,94123,CA,San Francisco,3352 Steiner Street,1,1,1,0
1019,1020,341173,2491,1584,El Farolito,(415) 824-7877,94110,CA,San Francisco,2779 Mission St,0,1,0,Mission Chinese Food,(415) 863-2800,94110,CA,San Francisco,2234 Mission District Street,1,1,0,0
109,110,116682,751,515,Kiki’s Bistro,(312) 335-5454,60610,IL,Chicago,900 N Franklin St,0,1,1,Blue Agave,(312) 335-8900,60610,IL,Chicago,1050 N State Street,0,1,1,0
147,148,405091,2690,2013,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk St,0,1,0,Aux Delices,(415) 928-4977,94109,CA,San Francisco,2327 Polk Street,1,1,0,0
216,217,202069,1471,931,Momofuku Ko,(212) 500-0831,10003,NY,New York,8 Extra Pl,0,0,0,Momofuku Ko,(212) 203-8095,10003,NY,New York,8 Extra Place,0,0,0,1
561,562,102537,160,434,Rootstock Wine & Beer Bar,(773) 292-1616,60622,IL,Chicago,954 N California Ave,0,0,1,Lockdown Bar & Grill,(773) 451-5625,60622,IL,Chicago,1024 N. Western Avenue,0,1,1,0
1076,1077,187049,1422,864,Tu-Lu’s Gluten-Free Bakery,(212) 777-2227,10003,NY,New York,338 E 11th St,1,1,0,Prune,(212) 677-6221,10003,NY,New York,54 E 1st Street,0,0,0,0
47,48,665783,1910,3291,Dahlia Lounge,(206) 682-4142,98121,WA,Seattle,2001 4th Ave,0,1,0,Macrina Bakery,(206) 448-4032,98121,WA,Seattle,2408 1st Avenue,0,1,1,0
1078,1079,405243,3017,2014,Regent Thai Restaurant,(415) 643-5893,94131,CA,San Francisco,1700 Church St,0,1,0,Regent Thai,(415) 643-5893,94131,CA,San Francisco,1700 Church Street,0,0,0,1
900,901,253194,1267,1143,Balthazar Restaurant,(212) 965-1414,10012,NY,New York,80 Spring St,0,1,0,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0
907,908,386209,2659,1899,Taqueria Cancún,(415) 252-9560,94110,CA,San Francisco,2288 Mission St,0,1,0,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission District Street,0,0,0,0
513,514,329559,1097,1491,Buddakan,(212) 989-6699,10011,NY,New York,75 9th Ave,0,0,0,La Bergamote Patisserie,(212) 627-9010,10011,NY,New York,177 9th Avenue,0,1,0,0
1075,1076,187011,1344,864,Pata Negra,(212) 228-1696,10003,NY,New York,345 E 12th St,0,0,0,Prune,(212) 677-6221,10003,NY,New York,54 E 1st Street,0,0,0,0
844,845,13878,663,58,Morgan Street Cafe,(312) 850-0234,60607,IL,Chicago,111 S Morgan St,1,1,1,Manny's Cafeteria & Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson Street,0,1,0,0
166,167,338212,2892,1556,Trick Dog,(415) 471-2999,94110,CA,San Francisco,3010 20th St,0,0,0,Dynamo Donuts & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th Street,0,1,0,0
902,903,140983,285,635,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N Halsted St,0,1,0,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,1
373,374,438877,3058,2241,Pica Pica Arepa Kitchen,(628) 400-5744,94103,CA,San Francisco,401 Valencia St,1,1,0,Pica Pica Arepa Kitchen,(414) 400-5453,94103,CA,San Francisco,401 Valencia Street,1,1,0,1
306,307,127202,751,559,Kiki’s Bistro,(312) 335-5454,60610,IL,Chicago,900 N Franklin St,0,1,1,Kiki's Bistro,(312) 335-5454,60610,IL,Chicago,900 N. Franklin Street,0,0,1,1
401,402,53916,658,223,Osteria Via Stato,(312) 642-8450,60654,IL,Chicago,620 N State St,1,1,1,Pizzeria Via Stato,(312) 642-8450,60654,IL,Chicago,620 N State Street,1,1,1,1
733,734,279060,1102,1253,Luzzo’s,(212) 473-7447,10003,NY,New York,211 1st Ave,1,1,0,Lil' Frankie's,(212) 420-4900,10003,NY,New York,19 1st Avenue,1,1,1,0
734,735,442694,2648,2264,Canela Bistro & Wine Bar,(415) 552-3000,94114,CA,San Francisco,2272 Market St,0,1,1,Jasmine Garden,(415) 861-2682,94114,CA,San Francisco,708 14th Street,0,0,0,0
960,961,342888,3012,1602,Sheba Piano Lounge,(415) 440-7414,94115,CA,San Francisco,1419 Fillmore St,0,1,1,Dosa,(415) 441-3672,94115,CA,San Francisco,1700 Fillmore Street,0,1,0,0
350,351,403770,3065,2002,Sun Rise Restaurant,(415) 206-1219,94110,CA,San Francisco,3126 24th St,0,1,0,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0,0
683,684,817,535,5,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611,IL,Chicago,405 N Wabash Ave,1,1,1,Giordano's,(312) 951-0747,60611,IL,Chicago,730 N Rush Street,1,1,1,0
613,614,177611,1107,806,The McKittrick Hotel,(212) 904-1880,10001,NY,New York,530 W 27th St,0,0,0,The Breslin,(212) 679-1939,10001,NY,New York,16 W 29th Street,0,1,0,0
156,157,321032,1028,1443,Banh Mi Saigon,(212) 941-1541,10013,NY,New York,198 Grand St,1,1,0,Banh Mi Saigon,(212) 941-1541,10013,NY,New York,198 Grand Street,1,1,0,1
44,45,665714,1738,3291,Lola,(206) 441-1430,98121,WA,Seattle,2000 4th Ave,0,1,1,Macrina Bakery,(206) 448-4032,98121,WA,Seattle,2408 1st Avenue,0,1,1,0
745,746,414003,2639,2060,Hai Ky Mi Gia,(415) 771-2577,94109,CA,San Francisco,707 Ellis St,0,1,0,Thai Stick,(415) 928-7730,94109,CA,San Francisco,698 Post Street,0,1,0,0
200,201,397658,2582,1973,Italian Homemade Company,(415) 712-8874,94133,CA,San Francisco,716 Columbus Ave,0,1,1,Comstock Saloon,(415) 617-0071,94133,CA,San Francisco,155 Columbus Avenue,0,1,1,0
314,315,394713,3069,1952,AL’s Place,(415) 416-6136,94110,CA,San Francisco,1499 Valencia st,0,0,0,Puerto Alegre,(415) 255-8201,94110,CA,San Francisco,546 Valencia Street,0,1,0,0
997,998,652136,356,3240,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark St,0,1,0,R.J. Grunts,(773) 929-5363,60614,IL,Chicago,2056 N Lincoln Park West,1,1,0,0
80,81,371379,3029,1792,Wild Side West,(415) 647-3099,94110,CA,San Francisco,424 Cortland Ave,0,0,1,Limon Rotisserie,(415) 821-2134,94110,CA,San Francisco,1001 South Van Ness Avenue,0,1,0,0
348,349,403741,2948,2002,Schmidt’s,(415) 401-0200,94110,CA,San Francisco,2400 Folsom St,0,1,0,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0,0
313,314,394704,2913,1952,Taqueria el Buen Sabor,(415) 552-8816,94110,CA,San Francisco,697 Valencia St,0,1,0,Puerto Alegre,(415) 255-8201,94110,CA,San Francisco,546 Valencia Street,0,1,0,0
1093,1094,18420,500,80,Bobtail Ice Cream Company,(773) 880-7372,60657,IL,Chicago,2951 N Broadway St,0,1,1,Crisp,(877) 693-8653,60657,IL,Chicago,2940 N Broadway Street,1,1,0,0
238,239,2,5,1,Alinea,(312) 867-0110,60614,IL,Chicago,1723 N Halsted St,0,0,0,Alinea,(312) 867-0110,60614,IL,Chicago,1723 N. Halsted Street,0,0,0,1
79,80,371366,2878,1792,Cafeto Coffee Shop,(415) 970-9090,94110,CA,San Francisco,111 Richland Ave,0,1,1,Limon Rotisserie,(415) 821-2134,94110,CA,San Francisco,1001 South Van Ness Avenue,0,1,0,0
839,840,28446,662,122,Rosebud Steakhouse,(312) 397-1000,60611,IL,Chicago,192 E Walton Pl,1,1,0,The Original Pancake House,(312) 642-7917,60611,IL,Chicago,22 E. Bellevue Place,0,1,0,0
421,422,681966,2358,3345,Pie Bar Ballard,(206) 535-8489,98107,WA,Seattle,2218 NW Market St,0,1,0,Cupcake Royale,(206) 701-6238,98107,WA,Seattle,2052 NW Market Street,1,0,1,0
454,455,314706,1588,1407,Westville Chelsea,(212) 924-2223,10011,NY,New York,246 W 18th St,1,1,1,Westville,(212) 924-2223 (212) 924-2201,10011,NY,New York,246 W 18th Street,1,1,1,1
